#,Referring page title,Referring page URL,Language,Platform,Referring page HTTP code,Domain rating,UR,Domain traffic,Referring domains,Linked domains,External links,Page traffic,Keywords,Target URL,Left context,Anchor,Right context,Redirect Chain URLs,Redirect Chain status codes,Type,Content,Nofollow,UGC,Sponsored,Rendered,Raw,Lost status,Drop reason,Discovered status,First seen,Last seen,Lost,Author,Links in group
108,"Noël, nos meilleures idées cadeaux pour entrepreneur.e.s 🎁",https://capture-communication.fr/vie-dentrepreneur/les-nouvelles-regles-de-franchise-de-tva-pour-2025-ce-quil-faut-savoir/,fr,wordpress,200,43,0,245,0,7,8,0,0,https://lamicrobyflo.fr/les-regles-et-seuils-de-tva-changent-en-2025/,,La Micro by Flo,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2024-11-14 18:26:38,2025-11-28 00:36:22,,,1
109,w3bdirectory.com | few of top websites | page no. 171,https://www.onemilliondomains.com/domain-list-171,en,,200,8,0,0,0,1048,2040,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-02-12 20:08:01,2025-06-10 09:03:29,,,2
110,information.net.in | few of top websites | page no. 171,https://www.information.net.in/domain-list-171,en,,200,0.1,0,0,0,1063,2116,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2025-04-11 13:33:37,2025-10-17 21:23:41,,,4
111,Extrait Inscription Registre Des Métiers - HNTSRL,https://www.hntsrl.com/?h=1677073,en,,200,0,0,0,0,9,9,0,0,https://www.lamicrobyflo.fr/content/images/2022/03/avis_situation_INSEE1.jpg,,Extrait Inscription Registre Des Métiers,,,,image,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-06-29 02:04:23,2025-08-28 05:25:07,,,1
112,nmedicine.net – websiteworld.site,https://websiteworld.site/nmedicine-net/,en,wordpress,200,36,0,0,0,3870,5282,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-14 18:51:41,2025-10-14 18:51:41,,,2
113,我们停战吧The Merger(2015)-擅壑专丘,https://lgmzs.ixinvbxm.xyz/thamkpktjqtir,,,200,0,0,0,0,270,302,0,0,https://lamicrobyflo.fr/le-versement-liberatoire-de-limpot-sur-le-revenu/,"Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878","1Iedq↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878","wpc0A↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google",,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-06-27 14:34:26,2025-06-27 14:34:26,,,1
114,go.lamicrobyflo.fr - shovel.report,https://www.shovel.report/domain/go.lamicrobyflo.fr,en,,200,1.8,0,0,0,2,3,0,0,https://lamicrobyflo.fr/,,Icon for go.lamicrobyflo.fr go.lamicrobyflo.fr,,https://go.lamicrobyflo.fr/,301,image,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-19 04:22:21,2025-10-19 04:22:21,,,2
115,廉政风云Integrity(2019)-钩心斗角,https://sai.wenejgql.xyz/zsob/1,,,200,0,0,0,0,224,259,0,0,https://lamicrobyflo.fr/le-versement-liberatoire-de-limpot-sur-le-revenu/,"Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878","Bmock↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878","1BUJU↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google",,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-07-01 08:49:31,2025-07-01 08:49:31,,,1
116,"Les impayés, enjeux et conseils pour les T.P.E. - Coup de pouce gestion",https://coupdepoucegestion.fr/index.php/2025/03/18/les-impayes-enjeux-et-conseils-pour-les-t-p-e/,fr,wordpress,200,1.7,0,0,0,8,11,0,0,https://lamicrobyflo.fr/impayes-de-facture-comment-sen-sortir-sans-prise-de-tete/,,,,,,image,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-03-28 20:33:40,2025-11-30 08:26:18,,,2
117,Bilan 3 mois de blogging - Carefull Ladyboss,https://carefull-ladyboss.fr/bilan-3-mois-de-blogging/,fr,wordpress,200,0.5,0,0,0,7,9,0,0,https://lamicrobyflo.fr/,J’ai écumé le site de,la Micro by Flo,qui est une vraie mine d’or pour créer et gérer,,,text,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2024-11-24 03:31:17,2025-11-29 18:15:13,,,1
118,nmedicine.net – seoboast.site,https://seoboast.site/nmedicine-net/,en,wordpress,200,36,0,0,0,3872,5284,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-13 11:10:06,2025-10-20 02:51:09,,,2
119,alpana.co.in | few of top websites | page no. 171,https://www.alpana.co.in/domain-list-171,en,,200,6,0,0,0,1020,1422,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-06-02 22:38:06,2025-11-09 04:21:49,,,2
120,échéancier urssaf auto entrepreneur,https://malinne.pl/claude-coffee/%C3%A9ch%C3%A9ancier-urssaf-auto-entrepreneur,fr,"ecommerce, wordpress",200,6,0,1,0,14,21,0,0,https://www.lamicrobyflo.fr/nouvelle-mention-ei-documents/,"et de paiement d’un échéancier, consultez notre fiche. Mes échéanciers.","Nouvelle mention ""EI"" a indiquer sur tous vos documents",hors auto-entrepreneurs Dernière mise à jour effectuée le 19 mai,,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-02-21 02:47:29,2025-11-13 13:50:44,,,1
121,"If you are a solo professional, you will want to get as much exposure for your business as possible without a huge marketing blitz and without having to hire any employees. The small business network can provide just that. If you are looking for must customers and a greater safety net with less risk, then read on to find out more. – webdirectoryofworld.site",https://webdirectoryofworld.site/if-you-are-a-solo-professional-you-will-want-to-get-as-much-exposure-for-your-business-as-possible-without-a-huge-marketing-blitz-and-without-having-to-hire-any-employees-the-small-business-network/,en,wordpress,200,36,0,0,0,2727,3411,0,0,https://lamicrobyflo.fr/,,lamicrobyflo,,,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-16 02:21:36,2025-10-22 20:08:02,,,2
122,Réformes de l'assurance chômage : ce qui change au 1er avril 2025,https://www.assuranceprofessionnellecomparatif.fr/modification-des-dispositifs-dassurance-chomage-arce-et-are-a-partir-du-1er-avril-2025/,fr,wordpress,200,1.5,0,57,0,6,6,0,0,https://lamicrobyflo.fr/changements-assurance-chomage-1er-avril-2025/,"ressources utiles en suivant ces liens : Service Public ,",La Micro by Flo,", Assurance Professionnelle Comparatif . Ces informations peuvent vous aider",,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-07-20 10:58:20,2025-12-01 04:10:05,,,1
123,🚚💰 Guide Pratique : Comment Facturer Vos Frais de Transport ?,https://www.mestransporteurs.fr/comment-facturer-les-frais-de-transport/,fr,wordpress,200,18,0,0,0,7,8,0,0,https://lamicrobyflo.fr/frais-deplacement-micro-entreprise/?srsltid=AfmBOoojO4AlaGnAciVN6AzJR7JhMQlADpPsuUd7yDBC6KsIf3x587Ak,optimisation en visitant des sites comme Mes Transporteurs ou encore,La Microby Flo,", qui offrent des guides utiles pour naviguer dans le",,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-07-01 16:01:10,2025-10-29 12:19:12,,Julien Dubois,1
124,"In The Age Of Digital Transformation, Drive Your Website’s Success With Intelligent, Results-Oriented Content Marketing Strategies That Leverage The Latest Technologies To Accelerate Growth And Enhance Audience Engagement",https://webs.businessvocal.com/18/WLNyOeDshY,en,,200,4.9,0,0,0,9868,10000,0,0,https://lamicrobyflo.fr/,,visit lamicrobyflo.fr for latest info,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-08-29 12:18:27,2025-10-14 12:21:41,,,1
125,nmedicine.net – topmillion.site,https://topmillion.site/nmedicine-net/,en,wordpress,200,36,0,0,0,3871,5285,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-16 18:11:30,2025-10-16 18:11:30,,,2
126,LA MICRO BY FLO · Events Calendar,https://lu.ma/lamicrobyflo,"fr, en",,200,90,0,2383,0,5,5,0,0,https://lamicrobyflo.fr/,,,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-03-18 14:20:46,2025-08-09 19:46:39,,,1
127,🔍 Comprendre la Cotisation Foncière des Entreprises : Montants et Exonérations à Savoir ! 💼,https://www.assuranceresponsabilitecivileprofessionnelle.fr/2025/01/10/cotisation-fonciere-des-entreprises-montants-exonerations-et-details-essentiels/,,wordpress,200,1.5,0,1,0,11,14,0,0,https://lamicrobyflo.fr/la-cotisation-fonciere-des-entreprises-cfe/,"individuels. Pour plus d’informations détaillées, visitez ce guide utile sur",les obligations fiscales des micro-entreprises,.,,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-01-21 12:37:47,2025-11-10 12:24:54,,,1
128,NEW HIGH DA AND DR WEBSITES-66 | Top To High,https://toptohigh.com/new-high-da-and-dr-websites-66/,en,wordpress,200,57,0,0,1,3760,4442,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2024-06-08 15:54:01,2025-11-26 20:54:21,,,1
129,nmedicine.net – worldwidetopwebsite.site,https://worldwidetopwebsite.site/nmedicine-net/,en,wordpress,200,36,0,0,0,3873,5296,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-14 01:47:16,2025-10-22 22:32:28,,,2
130,litesoftware.com | few of top websites | page no. 171,http://www.litesoftware.com/domain-list-171,en,,200,4.7,0,0,0,1063,2120,0,0,http://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2025-04-11 17:46:43,2025-10-23 22:19:57,,,4
131,restsuite.com | few of top websites | page no. 171,https://www.restsuite.com/domain-list-171,en,,200,4.6,0,0,0,1055,2043,0,0,http://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-04-05 22:09:46,2025-08-10 02:50:03,,,2
132,hansika.co.in | few of top websites | page no. 171,https://www.hansika.co.in/domain-list-171,en,,200,6,0,4,0,998,1411,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2024-01-16 15:18:23,2025-11-19 21:46:10,,,2
133,brightthemes.com | Premium Ghost Themes | Bright Themes,https://www.example3.com/domain/brightthemes.com,en,,200,75,0,3,0,412,494,0,0,https://lamicrobyflo.fr/,lamicrobyflo.fr,,LA MICRO BY FLO - Portail d'informations sur la micro-entreprise,,,text,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2024-01-27 06:15:20,2025-11-10 23:18:52,,,1
134,"SEO Balap - Backlink sales, mass linking, SEO services - seo-balap-kacaomicron.online",http://seo-balap-kacaomicron.online/france/france-25,en,,200,9,0,0,0,2649,4183,0,0,https://lamicrobyflo.fr/declarer-revenus-onlyfans-mym/,,"TELEGRAM @SEOBALAP - SEO BACKLINKS, BLACK-LINKS, TRAFFIC BOOST, LINK INDEXING",,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-06-11 01:42:10,2025-06-11 01:42:10,,,1
135,revenu fiscal de référence 2020 barème,https://de.yms-pcb.com/wp-content/uploads/2byk5r8y/article.php?page=revenu-fiscal-de-r%C3%A9f%C3%A9rence-2020-bar%C3%A8me,,,200,1.9,0,0,0,16,22,0,0,https://www.lamicrobyflo.fr/le-versement-liberatoire-de-limpot-sur-le-revenu/,"la Couverture maladie universelle ( CMU ), et certaines .",Le versement libératoire de l'impôt sur le revenu - La micro by Flo,Impôt sur le revenu 2022 : à quand la prochaine,,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-01-28 06:42:53,2025-09-20 19:18:36,,,2
136,officialwebsites.in | few of top websites | page no. 171,https://www.officialwebsites.in/domain-list-171,en,,200,9,0,1,0,1059,2054,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2024-08-18 17:21:33,2025-09-18 13:42:23,,,2
137,💼 Cipav & Auto-Entrepreneurs : Guide Essentiel pour une Retraite Sereine 🏖️,https://www.assuranceautoentrepreneur.re/assurance-prevoyance-pour-auto-entrepreneur/cipav-et-auto-entrepreneur-ce-quil-faut-savoir-pour-bien-gerer-sa-retraite-9186,fr,wordpress,200,0.9,0,0,1,7,8,0,0,https://lamicrobyflo.fr/valider-4-trimestres-retraite-micro-entreprise/,"2024, il est nécessaire de réaliser un chiffre d’affaires de",2 571 €,par trimestre pour valider jusqu’à4 trimestrespar an. Ces seuils sont,,,text,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,pagefound,2024-11-15 03:25:27,2025-11-10 20:41:29,,,2
138,sushila.co.in | few of top websites | page no. 171,https://www.sushila.co.in/domain-list-171,en,,200,9,0,70,0,1038,2051,0,0,http://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-03-19 10:09:06,2025-10-11 09:19:09,,,2
139,2096 – Resonance Research Lab,https://resonancelabjo.com/?p=92608,en,"ecommerce, wordpress",200,3.7,0,0,0,515,574,0,0,https://lamicrobyflo.fr/,"DOFOLLOW ARTICLE LINKS ONLY FOR $0,25",OUR TELEGRAM CHANEL https://t.me/s/quarterlinks25,"WE DON’T TAKE PREPAYMENTS, LINKS ARE 100% SAFE",,,text,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-10-07 11:18:47,2025-10-24 11:16:47,,,1
140,"Rank on Page One, Faster — Contextual Dofollow Links Google Values (Update-Safe, DR/DA/TF Up) – seoagency",https://seoagency.sale/ye9wzw-rank-on-page-1-with-seo-and-backlinks/,en,wordpress,200,77,0,0,29,8293,9626,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr — safe links: unique domains only — view plans. | Visit Buyseolink.com for any Query,,,,text,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,linkfound,2025-10-20 23:57:00,2025-10-20 23:57:00,,,1
141,summary.co.in | few of top websites | page no. 171,https://www.summary.co.in/domain-list-171,en,,200,9,0,0,0,1067,2106,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-01-06 06:47:39,2025-10-12 01:21:09,,,2
142,How to Use Advanced Marketing Analytics Without Being Overwhelmed | 99 Best Site,https://99bestsite.com/how-to-use-advanced-marketing-analytics-without-being-overwhelmed/,en,wordpress,200,28,0,0,29,3451,4123,0,0,https://lamicrobyflo.fr/,,lamicrobyflo,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2024-12-31 17:59:25,2025-12-01 17:36:26,,,1
143,engines.pro | few of top websites | page no. 171,http://www.engines.pro/domain-list-171,en,,200,4.8,0,0,0,1064,2119,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2025-04-09 19:34:48,2025-10-20 04:47:26,,,4
144,july.co.in | few of top websites | page no. 171,https://www.july.co.in/domain-list-171,en,,200,6,0,0,1,1024,1440,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,linkrestored,2024-01-07 02:18:15,2025-11-08 14:24:35,,,2
145,Consultation avec Maxime : revoir les bases pour gérer sa micro-entreprise - Aurélie INION,https://aurelie-inion.fr/consultation-avec-maxime-revoir-les-bases-pour-gerer-sa-micro-entreprise/,fr,"ecommerce, wordpress",200,1.2,0,0,0,8,8,0,0,https://lamicrobyflo.fr/mentions-legales-factures/,lire cet article de La Micro by Flo : lien (,Les mentions légales à appliquer sur les factures – LA MICRO BY FLO,).,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-02-25 21:17:55,2025-11-26 16:02:47,,,1
146,backlinks.cyou | few of top websites | page no. 171,https://www.backlinks.cyou/domain-list-171,en,,200,8,0,0,0,1022,1452,0,0,http://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-09-29 18:05:34,2025-11-13 22:51:49,,,2
147,lagnalu.com | few of top websites | page no. 171,http://www.lagnalu.com/domain-list-171,en,,200,0.1,0,0,0,1062,2116,0,0,http://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2025-04-09 05:26:55,2025-10-24 14:25:35,,,2
148,ketaki.co.in | few of top websites | page no. 171,https://www.ketaki.co.in/domain-list-171,en,,200,6,0,0,0,1039,2054,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2024-02-09 09:39:28,2025-10-25 03:53:58,,,2
149,nmedicine.net – topmarketingweb.site,https://topmarketingweb.site/nmedicine-net/,en,wordpress,200,36,0,0,0,3873,5284,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-21 13:36:07,2025-10-21 13:36:07,,,2
150,listrecord.com | few of top websites | page no. 171,http://www.listrecord.com/domain-list-171,en,,200,4.6,0,0,0,1064,2118,0,0,http://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-04-08 19:01:13,2025-10-21 20:04:06,,,4
151,Auto-entrepreneur et chômage : Comment cumuler les deux pour optimiser votre retour à l'emploi ? - Genspark,https://www.genspark.ai/spark/auto-entrepreneur-et-ch%C3%B4mage-comment-cumuler-les-deux-pour-optimiser-votre-retour-%C3%A0-l-emploi/bd4c61e1-4152-4f56-a800-0664e21da41d,"fr, en",,200,74,0,194841,0,8,16,0,0,https://lamicrobyflo.fr/chomage-et-micro-entreprise/,"2025, tu pourras cumuler jusqu'à épuiser 60% de tes droits",5,", ce qui implique de maximiser cette période privilégiée pour",,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-10-08 14:46:08,2025-11-15 04:51:56,,,2
152,"Comment bien gérer les données personnelles peut contribuer au développement du chiffre d’affaires de votre entreprise ? – Séminaires ecommerce, date et agenda ateliers Google et Cibleweb",https://www.seminaires-ecommerce.com/2023/05/12/comment-bien-gerer-les-donnees-personnelles-peut-contribuer-au-developpement-du-chiffre-daffaires-de-votre-entreprise/,fr,wordpress,200,6,0,0,0,17,32,0,0,https://www.lamicrobyflo.fr/politique-confidentialite/,Jetez un œil à la,politique de confidentialité,mise en place par cet entrepreneur. Il a choisi de,,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2023-05-12 16:58:20,2025-11-20 08:12:35,,,1
153,半熟少女Girls Generation(2016)-掷地有声,https://imr.dmcwhtuk.xyz/0lKG14c699979/38,,,200,0,0,0,0,214,255,0,0,https://lamicrobyflo.fr/le-versement-liberatoire-de-limpot-sur-le-revenu/,"Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878","zzuEG↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google SEO fast ranking ↑↑↑ Telegram: @seo7878","kNiNq↑↑↑Black Hat SEO backlinks, focusing on Black Hat SEO, Google",,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-07-01 12:45:29,2025-07-01 12:45:29,,,1
154,"Extrait D Immatriculation Chambre Des Metiers, Save Money UP to 68% OFF",https://maccawedding.com/?m=24959562,en,,200,0,0,0,0,9,9,0,0,https://www.lamicrobyflo.fr/content/images/2022/03/avis_situation_INSEE1.jpg,,Extrait D Immatriculation Chambre Des Metiers,,,,image,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-08-24 14:52:04,2025-11-17 09:50:31,,,1
155,exampledirectory.com | few of top websites | page no. 171,https://www.exampledirectory.com/domain-list-171,en,,200,7,0,0,0,1055,2039,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2025-04-14 19:01:37,2025-08-01 05:04:23,,,4
156,nmedicine.net – worldwidetopweb.site,https://worldwidetopweb.site/nmedicine-net/,en,wordpress,200,36,0,0,0,3871,5281,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-13 08:28:12,2025-10-19 23:48:21,,,2
157,topglobalbusinesses.com | few of top websites | page no. 171,http://www.topglobalbusinesses.com/domain-list-171,en,,200,0,0,0,0,1063,2130,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2025-05-18 11:30:12,2025-11-02 23:30:31,,,2
158,"If you are a solo professional, you will want to get as much exposure for your business as possible without a huge marketing blitz and without having to hire any employees. The small business network can provide just that. If you are looking for must customers and a greater safety net with less risk, then read on to find out more. – howtorankfast.site",https://howtorankfast.site/if-you-are-a-solo-professional-you-will-want-to-get-as-much-exposure-for-your-business-as-possible-without-a-huge-marketing-blitz-and-without-having-to-hire-any-employees-the-small-business-network/,en,wordpress,200,36,0,0,0,2726,3408,0,0,https://lamicrobyflo.fr/,,lamicrobyflo,,,,text,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-15 03:57:58,2025-10-21 21:36:12,,,2
159,Chèque numérique pour toutes les micro-entreprises,https://webmay.fr/cheque-numerique-auto-micro-entreprises/,fr,wordpress,200,12,0,0,0,6,6,0,0,https://www.lamicrobyflo.fr/chatbot-cheque-numerique,,Vérifie si tu peux utiliser le chèque numérique,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2024-09-07 01:18:38,2025-11-28 13:47:08,,,1
160,Retards de Paiement BTP 2025 : 4 Scripts de Relance Automatisée pour Sécuriser votre Trésorerie | ProcessPilot,https://processpilot.fr/articles/retards-paiement-btp-4-scripts-relance-automatisee/,fr,,200,0,0,0,0,20,21,0,0,https://lamicrobyflo.fr/les-penalites-de-retard/,,LaMicroByFlo - Les pénalités de retard 2025,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-10-03 19:09:06,2025-11-24 13:29:26,,,1
161,directory4websites.com | few of top websites | page no. 171,http://www.directory4websites.com/domain-list-171,en,,200,4.8,0,0,0,1058,3041,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-04-29 09:16:52,2025-09-03 07:57:19,,,4
162,w3bdirectory.com | few of top websites | page no. 171,http://www.webworthchecker.kitchen/domain-list-171,en,,200,0.1,0,0,0,1049,2033,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-06-03 17:33:17,2025-06-03 17:33:17,,,2
163,Comment se vendre en tant que freelance : 5 conseils - [Vitrine] Digi Atlas,https://www.digi-atlas.com/comment-se-vendre-en-tant-que-freelance-5-conseils/,fr,wordpress,200,40,0,304,0,11,13,0,0,https://lamicrobyflo.fr/,,LA MICRO BY FLO,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2024-04-19 16:55:46,2025-12-02 00:11:59,,Fella Fekhar,1
164,"LA MICRO BY FLO Podcast - Rankings, Reviews - Podstatus",https://podstatus.com/podcasts/la-micro-by-flo-81894,en,,200,30,0,4020,0,7,8,0,0,https://lamicrobyflo.fr/,,https://lamicrobyflo.fr/,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-05-10 17:38:34,2025-10-09 18:23:29,,,1
165,savetheweb.org | few of top websites | page no. 171,http://www.savetheweb.org/domain-list-171,en,,200,13,0,0,0,1019,1452,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,linkrestored,2025-04-05 14:06:43,2025-12-02 14:48:53,,,2
166,Custom Banners to Market Your Business Brand And Advertise Your Products And Services | Microlink Site,https://microlinksite.com/custom-banners-to-market-your-business-brand-and-advertise-your-products-and-services/,en,wordpress,200,52,0,0,17,1764,2073,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,pagefound,2024-03-07 07:31:55,2025-12-01 08:45:12,,,2
167,nmedicine.net – 99-best.site,https://99-best.site/nmedicine-net/,en,wordpress,200,36,0,0,0,3877,5300,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,,,text,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,linkfound,2025-10-15 16:30:25,2025-10-22 17:24:35,,,2
168,all.ind.in | few of top websites | page no. 171,https://www.all.ind.in/domain-list-171,en,,200,4.8,0,12,0,1019,1450,0,0,https://lamicrobyflo.fr/,,lamicrobyflo.fr,,http://lamicrobyflo.fr/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-04-06 17:32:12,2025-11-24 09:53:44,,,4
169,La mention EI sur les documents,https://servicesalapersonne.1fr1.net/t338-la-mention-ei-sur-les-documents,fr,message-boards,200,63,0,4417,0,6,18,0,0,https://lamicrobyflo.fr/nouvelle-mention-ei-a-indiquer-sur-tes-documents/,,https://www.lamicrobyflo.fr/nouvelle-mention-ei-documents/,,https://www.lamicrobyflo.fr/nouvelle-mention-ei-documents/,301,text,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,pagefound,2025-03-11 09:05:27,2025-10-23 14:13:05,,,4
